id,year,bbl,organization_name,dbn,short_dbn,project_title,project_type,organization_address,requested_amt,requested_amt_c,funding,funding_c,lat,lng,CounDist,BoroCD
1160,2019,1020697501,Sugar Hill Children’s Museum of Art & Storytelling,,,Nights at Sugar Hill Marketing and Audience Development,Cultural Organization,"898 St. Nicholas Avenue New York, NY",,,"$2,000.00",2000,40.83039,-73.94095,9,109
951,2019,1020710027,CUNY The City College of New York (CCNY),,,Art House Studios,College,"504 West 140th Street, New York, NY 10031",,,$0,0,40.82205,-73.95071,7,109
924,2019,1020740047,Brotherhood/Sister Sol-Frank White Memorial Garden,,,Garden Lot Acquisition,Social Services Organization,"512 W. 143rd St. New York, NY 10031",,,"$200,000",200000,40.82433,-73.94999,7,109
923,2019,1020740047,Brotherhood/Sister Sol-Frank White Memorial Garden,,,Garden Purchase,Social Services Organization,,,,"$200,000",200000,40.82448,-73.94987,7,109
425,2016,1020740047,The Brotherhood/Sister Sol Center,,,,Social Services Organization,512-514 W. 143 Street,,,,,40.82448,-73.94987,7,109
612,2017,1020740047,The Brotherhood/Sister Sol Center,,,BHSS Community Center,Social Services Organization,"512-514 West 143 Street, New York NY
10031",,,,,40.82448,-73.94987,7,109
865,2018,1020740047,The Brotherhood/Sister Sol Center,,,Garden Project,Social Services Organization,"512 West 143rd Street, New York, NY 10031",,,300000,300000,40.82448,-73.94987,7,109
1417,2020,1020740047,The Brotherhood/Sister Sol Center,,,Furnishings and Technology Request,Social Services Organization,"512-514 West 143rd St. New York, NY 10031",,,"$100,000",100000,40.82433,-73.94999,7,109
658,2018,1020770014,"Boys & Girls Club of Harlem, Inc.",,,BGCHarlem Digital Media Lab Equipment,Social Services Organization,525 West 145th Street,,,59000,59000,40.82561,-73.94848,7,109
309,2016,1020780019,Hamilton Heights School,06M368,M368,Playground Resurfacing,Public School,"1750 Amsterdam Ave, New York, NY 10031",,,100000,100000,40.8263,-73.94685,7,109
712,2018,1020780019,Hamilton Heights School,06M368,M368,Playground upgrades,Public School,"1750 Amsterdam Avenue, New York, NY 10030",,,200000,200000,40.8263,-73.94685,7,109
982,2019,1020780019,Hamilton Heights School,06M368,M368,Creating a Media Room,Public School,1750 Amsterdam Avenue New York NY 10031,,,"$100,000",100000,40.82646,-73.94746,7,109
1042,2019,1020830025,New York African Chorus Ensemble,,,The 10th Annual NYC Multicultural Festival,Cultural Organization,"515 West 151st Street, Suite 2W New York, NY",,,"$2,000.00",2000,40.82951,-73.94546,7,109
673,2018,1020970020,"Community League of the Heights, Inc",,,150th street Cluster,Housing,"615 w 150th street & 601 w 148th street, NY, NY
                                                                                         10032",,,3200000,3200000,40.8298,-73.9486,7,109
1071,2019,1021010117,"NYS Office of Parks, Recreation and Historic Preservation (""NYS Parks"")",,,DF Riverbank Cultural Center Renovation,Park,"679 Riverside Drive New York, NY 10031",,,"$375,000",375000,40.82728,-73.95528,7,109
1072,2019,1021010117,"NYS Office of Parks, Recreation and Historic Preservation (""NYS Parks"")",,,DF Riverbank Cultural Center Renovation,Park,"DF Riverbank State Park, 679 Riverside Drive, New York, NY 10031",,,"$375,000",375000,40.82728,-73.95528,7,109
427,2016,1021050001,The DOE Fund,,,Fresh Food Distribution,Social Services Organization,2960 Frederick Douglass Blvd,,,57000,57000,40.83004,-73.93662,9,110
543,2017,1021060050,P.S. 046 Arthur Tappan,05M046,M046,Classroom Technology Upgrade,Public School,2987 - 8th Avenue,,,100000,100000,40.83162,-73.93597,9,110
1092,2019,1021060050,P.S. 046 Arthur Tappan,05M046,M046,Electrical Upgrade,Public School,"2987 8th Avenue New York, NY 10039",,,"$100,000",100000,40.83126,-73.93616,9,110
1346,2020,1021060050,P.S. 046 Arthur Tappan,05M046,M046,Technology Upgrade,Public School,"2987 8th Avenue 
New York, NY 10039",,,"$75,000",75000,40.83126,-73.93616,9,110
1136,2019,1021060320,"Ralph J.Rangel Community Association, Inc",,,Safe Grounds Inititiative,Social Services Organization,"159-36 Harlem River Drive, New York, NY 10039",,,"$200,000",200000,40.83323,-73.93608,9,110
1137,2019,1021060320,"Ralph J.Rangel Community Association, Inc",,,"SAFE GROUNDS INITITIVE (S.G.I,)",Social Services Organization,"159-36 Harlem River Drive, NY.NY., 10039",,,"$200,000",200000,40.83323,-73.93608,9,110
362,2016,1021070026,P.S. 028 Wright Brothers,06M028,M028,Technology Upgrades,Public School,"475 W 155th St, New York, NY 10032",,,100000,100000,40.83123,-73.94214,7,112
540,2017,1021070026,P.S. 028 Wright Brothers,06M028,M028,Hydroponics Learning Infrastructure,Public School,475 West 155th Street,,,100000,100000,40.83123,-73.94214,7,112
1030,2019,1021090106,Morris Jumel Mansion,,,Cultural Education and Community Outreach (CECO),Park,"65 Jumel Terrace New York, New York",,,"$2,000.00",2000,40.83446,-73.93858,10,112
1307,2020,1021090106,Morris Jumel Mansion,,,Technological/Electrical Upgrade,Park,"65 Jumel Terrace New York, NY 10032",,,"$38,000",38000,40.83446,-73.93858,10,112
197,2015,1021090106,Morris-Jumel Mansion,,,MJM Exterior Restoration Project,Park,"65 Jumel Terrace, New York, NY  10032",,,"$550,000*",550000,40.83508,-73.93856,10,112
674,2018,1021110024,Community Math and Science Prep,06M328,M328,A+STEAM LABS,Public School,"401 W. 164 Street New York, NY 10032",,,100000,100000,40.83654,-73.93716,10,112
90,2014,1021120001,P.S. 008 Luis Belliard,06M008,M008,Safety & Security/ Technology Upgrade Project,Public School,465 West 167th Street,,,,,40.83895,-73.93684,10,112
190,2015,1021120058,M.S. 319 Maria Teresa,06M319,M319,Technology Upgrade,Public School,"21 Jumel Place, New York, NY 10032",,,"$50,000",50000,40.83931,-73.93616,10,112
338,2016,1021120058,M.S. 319 Maria Teresa,06M319,M319,Technology Upgrades,Public School,"21 Jumel Pl, New York, NY 10032",,,100000,100000,40.83931,-73.93616,10,112
1300,2020,1021120058,M.S. 319 Maria Teresa,06M319,M319,Technology Upgrade,Public School,"21 Jumel Place 
New York, NY 10032",,,"$100,000",100000,40.83939,-73.93577,10,112
67,2014,1021120058,M.S. 324 Patria Mirabal Middle School,06M324,M324,Technology Upgrade and Locker Safety Renovation,Public School,21 Jumel Place,"* 366,759.40",366759,150000,150000,40.83931,-73.93616,10,112
66,2014,1021120058,M.S. 324 Patria Mirabal Middle School,06M324,M324,21st Century Families in the Heights Technology Project,Public School,"21 Jumel Place, C202","* 500,569.00",500569,125000,125000,40.83931,-73.93616,10,112
191,2015,1021120058,M.S. 324 Patria Mirabal Middle School,06M324,M324,Technology Upgrade,Public School,"21 Jumel Place, New York, NY 10032",,,"$50,000",50000,40.83931,-73.93616,10,112
512,2017,1021120058,M.S. 324 Patria Mirabal Middle School,06M324,M324,Classroom Technology Upgrade,Public School,21 Jumel Place,,,100000,100000,40.83931,-73.93616,10,112
746,2018,1021120058,M.S. 324 Patria Mirabal Middle School,06M324,M324,Bathroom and Technology Upgrade,Public School,"21 Jumel Place,
New York, NY, 10032",,,148000,148000,40.83931,-73.93616,10,112
671,2018,1021160031,Community Health Academy of the Heights,06M346,M346,STEAM and Literacy Program,Public School,"504 West 158th St. New York, NY 10032",,,100000,100000,40.83369,-73.94207,7,112
538,2017,1021180022,P.S. 004 Duke Ellington,06M004,M004,Classroom Technology Upgrade,Public School,500 West 160th Street,,,100000,100000,40.8349,-73.94109,7,112
1079,2019,1021180022,P.S. 004 Duke Ellington,06M004,M004,Technology Upgrades,Public School,"500 W. 160th St. New York, NY 10032",,,"$100,000",100000,40.83477,-73.94124,7,112
710,2018,1021230045,Gregorio Luperon High School for Science and Mathematics,06M552,M552,Steps to STEAM,Public School,"501 W 165th St.,
New York, NY 10032",,,100000,100000,40.83817,-73.93864,10,112
320,2016,1021240043,Improvements to 3940 Broadway,,,ACDP Mental Health Renovation,Cultural Organization,3940 Broadway,,,300000,300000,40.83928,-73.94105,10,112
1360,2020,1021250001,P.S. 128 Audubon,06M128,M128,Technology Upgrade,Public School,"560 West 169th Street 
New York, NY 10032",,,"$50,000",50000,40.84097,-73.93875,10,112
935,2019,1021290016,"Comunilife, Inc.",,,Comunilife Community Residence,Social Services Organization,"550-552 W. 173rd Street, New York, NY, 10032",,,$0,0,40.84349,-73.93644,10,112
553,2017,1021330040,P.S. 115 Alexander Humboldt,06M115,M115,Classroom Technology Upgrade,Public School,586 West 177 Street,,,100000,100000,40.84654,-73.93521,10,112
134,2014,1021340008,The Hispanic Society of America,,,Phase II Master Plan: Facade and Roof Project,Cultural Organization,613 West 155th Street,"* 500,000.00",500000,0,0,40.83306,-73.94648,7,112
434,2016,1021340008,The Hispanic Society of America,,,Main Building Roof Replacement,Cultural Organization,613 West 155th Street,,,400000,400000,40.83306,-73.94648,7,112
877,2018,1021340008,The Hispanic Society of America,,,Museum Interior Renovation,Cultural Organization,"613 West 155th
Street, 10032",,,250000,250000,40.83306,-73.94648,7,112
642,2018,1021340206,"158 St. & Riverside Drive Housing Co., Inc.",,,Site Upgrade Project,Housing,"157-10/156-20
Riverside Drive West, New York, New York",,,500000,500000,40.83541,-73.9487,7,112
156,2015,1021380079,Armory Foundation,,,Washington Heights Tutoring Center Renovations,Social Services Organization,"216 Ft. Washington Ave, New York, NY
10032",,,"$50,000",50000,40.84257,-73.9421,10,112
701,2018,1021380079,Fort Washington Shelter,,,Fort Washington Shelter Entryway,Social Services Organization,"651 W 168th
Street",,,100000,100000,40.84165,-73.94108,10,112
566,2017,1021420154,P.S. 173,06M173,M173,A+ Stem labs,Public School,306 Fort Washington Avenue,,,100000,100000,40.84547,-73.94047,10,112
811,2018,1021420154,P.S. 173,06M173,M173,Manhattan STEM Initiative with A+ STEM Labs Inc.,Public School,"306 Fort Washington Avenue, New York,
NY 10033",,,100000,100000,40.84547,-73.94047,10,112
1108,2019,1021420154,P.S. 173,06M173,M173,Technology Upgrades,Public School,"306 Fort Washington Avenue New York, NY 10033",,,"$100,000",100000,40.84569,-73.9399,10,112
84,2014,1021450051,Northern Manhattan Improvement Corporation,,,Initial Outfitting Project,Social Services Organization,76 Wadsworth Street,"* 500,000.00",500000,500000,500000,40.8468,-73.93724,10,112
353,2016,1021500001,New York Restoration Project,,,Trucks for Public Space Management,Park,3725 Tenth Avenue,,,56000,56000,40.86043,-73.92186,10,112
532,2017,1021500001,New York Restoration Project,,,Sherman Creek Park,Park,"3725 10th Avenue, New York, NY 10034",,,257000,257000,40.86043,-73.92186,10,112
1049,2019,1021500001,New York Restoration Project,,,Garden and Park Maintenance Vehicles,Park,"3725 10th Avenue New York, NY 10034",,,"$90,000",90000,40.85986,-73.92186,10,112
1048,2019,1021500001,New York Restoration Project,,,Garden and Park Maintenance Vehicles,Park,"3725 10th Avenue New York, NY 10034",,,"$90,000",90000,40.85986,-73.92186,10,112
88,2014,1021500030,P.S. 005 Ellen Lurie,06M005,M005,Laptop Cart Upgrade Project,Public School,3703 Tenth Avenue,"* 200,000.00",200000,200000,200000,40.85899,-73.92289,10,112
782,2018,1021500030,P.S. 005 Ellen Lurie,06M005,M005,"Computer Lab/Classroom
Modernization",Public School,"3703 Tenth Avenue, New York,
NY 10034",,,100000,100000,40.85899,-73.92289,10,112
1080,2019,1021500030,P.S. 005 Ellen Lurie,06M005,M005,Technology Upgrades,Public School,"3703 10th Avenue New York, NY 10034",,,"$100,000",100000,40.85809,-73.9222,10,112
1336,2020,1021500030,P.S. 005 Ellen Lurie,06M005,M005,Technology Upgrade,Public School,"3703 Tenth Avenue 
New York, NY 10034",,,"$100,000",100000,40.85809,-73.9222,10,112
1230,2020,1021550035,Bennett Park,,,Installation of Synthetic Field,Park,West 183rd Street & Fort Washington New York 10033,,,"$850,000",850000,40.84924,-73.93091,10,112
256,2015,1021550035,Washington Heights Expeditionary Learning School (WHEELS),06M348,M348,Technology Upgrade,Public School,"511 West 182nd Street, New York, NY
10033",,,"$50,000",50000,40.84891,-73.93095,10,112
901,2018,1021550035,Washington Heights Expeditionary Learning School (WHEELS),06M348,M348,4th Floor Electrical Upgrade,Public School,"511 W. 182nd St.,
New York, NY 10033",,,68000,68000,40.84891,-73.93095,10,112
1456,2020,1021550035,Washington Heights Expeditionary Learning School (WHEELS),06M348,M348,Technology Upgrade,Public School,"511 West 182 Street New York, NY 10033",,,"$60,000",60000,40.84924,-73.93091,10,112
148,2014,1021560016,Yeshiva University,,,Street Lamps Project,College,500 West 185th Street,"* 500,000.00",500000,500000,500000,40.8506,-73.92942,10,112
381,2016,1021590051,P.S. 189 The Magnet School of Inquiry and Expression,06M189,M189,Auditorium Upgrade,Public School,"2580 Amsterdam Ave, New York, NY 10040",,,185000,185000,40.85263,-73.9276,10,112
572,2017,1021590051,P.S. 189 The Magnet School of Inquiry and Expression,06M189,M189,All Purpose Room Upgrade,Public School,2580 Amsterdam Avenue,,,75000,75000,40.85263,-73.9276,10,112
817,2018,1021590051,P.S. 189 The Magnet School of Inquiry and Expression,06M189,M189,School Air Conditioning Wiring Upgrade,Public School,"2580 Amsterdam Avenue, New York, NY 10040",,,60000,60000,40.85263,-73.9276,10,112
1111,2019,1021590051,P.S. 189 The Magnet School of Inquiry and Expression,06M189,M189,Gymnasium Air Conditioning,Public School,"2580 Amsterdam Avenue New York, NY 10040",,,"$35,000",35000,40.85287,-73.92786,10,112
1377,2020,1021590051,P.S. 189 The Magnet School of Inquiry and Expression,06M189,M189,Technology Upgrade,Public School,"2580 Amsterdam Avenue  New York, NY 10040",,,"$100,000",100000,40.85287,-73.92786,10,112
57,2014,1021600001,"Isabella Geriatric Center, Inc.",,,Recreation Hall Renovation Project,Cultural Organization,515 Audubon Avenue,"* 450,000.00",450000,0,0,40.85478,-73.92791,10,112
322,2016,1021600001,"Isabella Geriatric Center, Inc.",,,Audio Visual Equipment,Cultural Organization,515 Audubon Avenue,,,188000,188000,40.85478,-73.92791,10,112
975,2019,1021600018,George Washington Educational Campus,00Z023,Z023,Science Laboratory Upgrades,Public School,"549 Audubon Ave. New York, NY 10040",,,"$250,000",250000,40.85556,-73.92617,10,112
315,2016,1021600018,High School for Health Careers and Sciences,06M468,M468,Technology Upgrades,Public School,"549 Audubon Avenue, New York, NY
10040",,,100000,100000,40.85595,-73.92705,10,112
717,2018,1021600018,High School for Law and Public Service,06M467,M467,Classroom Courtroom Upgrade,Public School,"549 Audubon Avenue, New York, NY 10040",,,80000,80000,40.85595,-73.92705,10,112
718,2018,1021600018,High School for Media and Communications,06M463,M463,"George Washington Educational Campus
Television and Recording Studio",Public School,"549 Audubon Avenue, New York, NY 10040",,,700000,700000,40.85595,-73.92705,10,112
1277,2020,1021600018,High School for Media and Communications,06M463,M463,TV Studio,Public School,"549 Audubon Ave 
New York, NY 10040",,,"$375,000",375000,40.85556,-73.92617,10,112
868,2018,1021600018,The College Academy,06M462,M462,Little Theater Revitilization,Public School,"549 Audubon Ave, New York, NY
10040",,,250000,250000,40.85595,-73.92705,10,112
1166,2019,1021600018,The College Academy,06M462,M462,Technology Upgrades,Public School,"549 Audubon Ave New York, NY 10040",,,"$100,000",100000,40.85556,-73.92617,10,112
1422,2020,1021600018,The College Academy,06M462,M462,Technology Upgrade,Public School,"549 Audubon Avenue 
New York, NY 10040",,,"$75,000",75000,40.85556,-73.92617,10,112
1169,2019,1021600018,The Equity Project Charter School (TEP),84M430,M430,Gymnasium Renovations,Public School,"549 Audubon Ave. New York, NY 10040",,,"$100,000",100000,40.85556,-73.92617,10,112
319,2016,1021640032,I.S. 528 Bea Fuller Rodgers School,06M528,M528,Dance Floors,Public School,"180 Wadsworth Ave, New York, NY 10033",,,50000,50000,40.85051,-73.93449,10,112
726,2018,1021640032,I.S. 528 Bea Fuller Rodgers School,06M528,M528,Gymnasium,Public School,"180 Wadworth Avenue, New York, NY 10033",,,200000,200000,40.85051,-73.93449,10,112
994,2019,1021640032,I.S. 528 Bea Fuller Rodgers School,06M528,M528,Technology Upgrades,Public School,"180 Wadsworth Ave. New York, NY 10033",,,"$100,000",100000,40.85065,-73.9347,10,112
1281,2020,1021640032,I.S. 528 Bea Fuller Rodgers School,06M528,M528,Technology Upgrade,Public School,"180 Wadsworth Avenue 
New York, NY 10033",,,"$100,000",100000,40.85065,-73.9347,10,112
684,2018,1021650026,Dos Puentes Elementary School,06M103,M103,Cafeteria Upgrade,Public School,"185 Wadsworth Ave., New York, NY 10033",,,200000,200000,40.85063,-73.93438,10,112
